Date,Close
2023-09-15,279.1499938964844
2023-09-18,280.94000244140625
2023-09-19,279.6700134277344
2023-09-20,278.6099853515625
2023-09-21,272.0299987792969
2023-09-22,273.05999755859375
2023-09-25,274.2699890136719
2023-09-26,269.5199890136719
2023-09-27,272.7099914550781
2023-09-28,276.239990234375
2023-09-29,273.0
2023-10-02,271.7200012207031
2023-10-03,268.9700012207031
2023-10-04,265.0299987792969
2023-10-05,260.79998779296875
2023-10-06,266.0400085449219
2023-10-09,271.29998779296875
2023-10-10,273.2099914550781
2023-10-11,272.8299865722656
2023-10-12,269.6099853515625
2023-10-13,267.94000244140625
2023-10-16,270.7900085449219
2023-10-17,272.6499938964844
2023-10-18,259.2200012207031
2023-10-19,252.88999938964844
2023-10-20,249.1999969482422
2023-10-23,247.32000732421875
2023-10-24,249.5500030517578
2023-10-25,244.94000244140625
2023-10-26,242.42999267578125
2023-10-27,238.55999755859375
2023-10-30,242.16000366210938
2023-10-31,226.0500030517578
2023-11-01,231.8300018310547
2023-11-02,239.1199951171875
2023-11-03,240.75
2023-11-06,238.27999877929688
2023-11-07,234.9199981689453
2023-11-08,234.82000732421875
2023-11-09,234.14999389648438
2023-11-10,239.67999267578125
2023-11-13,241.6699981689453
2023-11-14,247.86000061035156
2023-11-15,251.08999633789062
2023-11-16,248.2100067138672
2023-11-17,253.07000732421875
2023-11-20,250.4499969482422
2023-11-21,249.41000366210938
2023-11-22,246.00999450683594
2023-11-24,247.36000061035156
2023-11-27,247.38999938964844
2023-11-28,247.5
2023-11-29,249.4499969482422
2023-11-30,250.72000122070312
2023-12-01,256.760009765625
2023-12-04,254.75
2023-12-05,255.19000244140625
2023-12-06,255.97000122070312
2023-12-07,257.4100036621094
2023-12-08,259.5
2023-12-11,260.9200134277344
2023-12-12,261.42999267578125
2023-12-13,267.9700012207031
2023-12-14,285.1700134277344
2023-12-15,285.739990234375
2023-12-18,285.7099914550781
2023-12-19,292.9599914550781
2023-12-20,289.7099914550781
2023-12-21,290.07000732421875
2023-12-22,290.3599853515625
2023-12-26,295.6300048828125
2023-12-27,298.1199951171875
2023-12-28,296.8800048828125
2023-12-29,295.6700134277344
2024-01-02,292.7099914550781
2024-01-03,284.29998779296875
2024-01-04,286.1000061035156
2024-01-05,288.92999267578125
2024-01-08,292.25
2024-01-09,292.2900085449219
2024-01-10,293.3500061035156
2024-01-11,292.05999755859375
2024-01-12,290.4100036621094
2024-01-16,287.2300109863281
2024-01-17,278.6300048828125
2024-01-18,281.8999938964844
2024-01-19,285.2799987792969
2024-01-22,288.6700134277344
2024-01-23,288.8299865722656
2024-01-24,290.67999267578125
2024-01-25,300.7699890136719
2024-01-26,299.42999267578125
2024-01-29,303.25
2024-01-30,304.760009765625
2024-01-31,300.30999755859375
2024-02-01,307.69000244140625
2024-02-02,315.0899963378906
2024-02-05,321.3999938964844
2024-02-06,322.7200012207031
2024-02-07,323.5899963378906
2024-02-08,322.0
2024-02-09,317.1600036621094
2024-02-12,321.6300048828125
2024-02-13,312.8399963378906
2024-02-14,316.7099914550781
2024-02-15,323.07000732421875
2024-02-16,321.9100036621094
2024-02-20,313.739990234375
2024-02-21,317.1400146484375
2024-02-22,322.0899963378906
2024-02-23,323.8800048828125
2024-02-26,325.3800048828125
2024-02-27,327.6300048828125
2024-02-28,329.55999755859375
2024-02-29,333.9599914550781
2024-03-01,336.70001220703125
2024-03-04,338.6499938964844
2024-03-05,333.5299987792969
2024-03-06,335.6300048828125
2024-03-07,340.2200012207031
2024-03-08,339.19000244140625
2024-03-11,334.9700012207031
2024-03-12,337.239990234375
2024-03-13,341.5199890136719
2024-03-14,341.9200134277344
2024-03-15,346.9700012207031
2024-03-18,351.8999938964844
2024-03-19,353.8999938964844
2024-03-20,356.45001220703125
2024-03-21,364.55999755859375
2024-03-22,358.1099853515625
2024-03-25,355.95001220703125
2024-03-26,356.3900146484375
2024-03-27,364.6499938964844
2024-03-28,366.42999267578125
2024-04-01,363.739990234375
2024-04-02,364.8299865722656
2024-04-03,375.7900085449219
2024-04-04,369.7900085449219
2024-04-05,379.29998779296875
2024-04-08,373.4700012207031
2024-04-09,371.8999938964844
2024-04-10,372.07000732421875
2024-04-11,371.9800109863281
2024-04-12,365.6300048828125
2024-04-15,363.9100036621094
2024-04-16,359.8800048828125
2024-04-17,358.32000732421875
2024-04-18,357.92999267578125
2024-04-19,354.6600036621094
2024-04-22,357.6099853515625
2024-04-23,363.25
2024-04-24,363.5199890136719
2024-04-25,336.69000244140625
