,ticker,look_back,look_front,trainScore,testScore
72,BF-B,1,1,0.45463274052102165,0.7450688926534665
73,BF-B,2,0,1.232219631369235,0.8704203728002885
74,BF-B,2,2,0.6368055283614337,0.8821968389097585
75,BF-B,4,0,1.3406025957365608,0.9356729891308451
76,BF-B,3,3,0.740916733777894,0.990241916290035
77,BF-B,6,0,1.3775954835209132,0.9288234429970403
78,BMY,1,1,0.7333135131963535,0.8087267132349024
79,BMY,2,0,1.0510302699316905,0.9494713199132964
80,BMY,2,2,0.5752800676080808,0.9469060065657681
81,BMY,4,0,1.1941062888708616,1.1902508101887324
82,BMY,3,3,0.5703507784653488,1.1071562183106012
83,BMY,6,0,1.1846754280239518,1.1559254724573462
84,BR,1,1,1.2709490310571099,2.2089606625813727
85,BR,2,0,2.9529298071583208,2.4402314112825154
86,BR,2,2,1.5973024794028692,2.393672232474258
87,BR,4,0,3.3245390301722453,2.834573243324522
88,BR,3,3,1.793734100952104,2.7615424623801057
89,BR,6,0,3.3534149181755772,2.666556309724838
90,CARR,1,1,0.46208639257383993,0.8144217971296978
91,CARR,2,0,0.9962369918867162,0.9536729590769066
92,CARR,2,2,0.48652247622094136,0.9811441556647124
93,CARR,4,0,1.1046988858838798,1.1002543709008432
94,CARR,3,3,0.6434076161358574,1.1009206943009069
95,CARR,6,0,1.2259839725716597,1.1345550521888232
96,CDW,1,1,1.708596179190298,3.4500823269748406
97,CDW,2,0,3.6884551568421373,3.6965721574961243
98,CDW,2,2,1.7979369488259935,4.2232594990961525
99,CDW,4,0,3.968573559503415,4.030501666821114
100,CDW,3,3,2.034287890886899,4.586890683067076
101,CDW,6,0,3.895904491317013,3.7948196688641964
102,CE,1,1,2.0173011878936205,2.3802508811508023
103,CE,2,0,3.7189927314304243,2.7746367698001717
104,CE,2,2,1.865932134095433,2.7177869452224654
105,CE,4,0,4.360225803892155,3.4947228896784135
106,CE,3,3,2.215105830148358,3.3699470351494267
107,CE,6,0,4.712043624975475,3.9668331675348703
108,CHTR,1,1,9.803372803984551,15.413719932441241
109,CHTR,2,0,12.644160219380508,14.100795358190455
110,CHTR,2,2,8.649134351746822,14.1015954777035
111,CHTR,4,0,15.775115432498183,17.344963616672242
112,CHTR,3,3,7.7078408723999585,15.877965684685135
113,CHTR,6,0,17.869921396774522,16.17707443333208
